fes_type,function,generator,score,run_time
long_budget,f11,random,1851.91,5.56
long_budget,f11,random,2166.36,5.43
long_budget,f11,random,1792.34,5.36
long_budget,f11,random,1647.73,5.31
long_budget,f11,random,1413.07,5.31
long_budget,f11,random,1559.97,5.35
long_budget,f11,random,1302.02,5.34
long_budget,f11,random,1715.12,5.35
long_budget,f11,random,1364.98,5.35
long_budget,f11,random,2293.58,5.38
long_budget,f11,random,1922.80,5.32
long_budget,f11,random,1549.35,5.36
long_budget,f11,random,1542.44,5.31
long_budget,f11,random,1687.89,5.30
long_budget,f11,random,1717.02,5.36
long_budget,f11,random,1473.38,5.32
long_budget,f11,random,2265.46,5.34
long_budget,f11,random,1518.56,5.34
long_budget,f11,random,1455.36,5.45
long_budget,f11,random,1367.76,5.52
long_budget,f11,random,1654.00,5.51
long_budget,f11,random,1862.21,5.45
long_budget,f11,numpy,1616.44,5.69
long_budget,f11,numpy,1951.71,5.71
long_budget,f11,numpy,1708.37,5.53
long_budget,f11,numpy,1465.70,5.65
long_budget,f11,numpy,1519.14,5.70
long_budget,f11,numpy,1622.59,5.86
long_budget,f11,numpy,1429.86,5.73
long_budget,f11,numpy,1831.84,6.46
long_budget,f11,numpy,1897.63,6.63
long_budget,f11,numpy,1670.40,6.85
long_budget,f11,numpy,1363.89,6.34
long_budget,f11,numpy,1527.43,6.26
long_budget,f11,numpy,1588.88,6.42
long_budget,f11,numpy,1800.02,6.51
long_budget,f11,numpy,1948.16,6.72
long_budget,f11,numpy,2108.20,6.73
long_budget,f11,numpy,2060.41,6.75
long_budget,f11,numpy,1544.54,6.11
long_budget,f11,numpy,1650.19,5.95
long_budget,f11,numpy,1435.22,5.84
long_budget,f11,numpy,1824.42,5.61
long_budget,f11,numpy,1707.88,5.93
long_budget,f11,numpy,1399.33,5.78
long_budget,f11,numpy,1765.84,6.46
long_budget,f11,numpy,1869.90,6.01
long_budget,f11,numpy,1589.23,6.82
long_budget,f11,numpy,1564.41,5.89
long_budget,f11,numpy,3206.63,5.88
long_budget,f11,numpy,1384.51,5.92
long_budget,f11,numpy,1523.27,6.15
long_budget,f11,xoshiro,1330.28,6.10
long_budget,f11,xoshiro,1721.73,5.93
long_budget,f11,xoshiro,1741.16,5.94
long_budget,f11,xoshiro,1661.35,6.08
long_budget,f11,xoshiro,1605.68,5.99
long_budget,f11,xoshiro,1509.78,6.15
long_budget,f11,xoshiro,1484.79,5.86
long_budget,f11,xoshiro,2340.58,5.99
long_budget,f11,xoshiro,1650.46,5.82
long_budget,f11,xoshiro,1475.58,5.62
long_budget,f11,xoshiro,1663.93,5.79
long_budget,f11,xoshiro,2140.71,5.67
long_budget,f11,xoshiro,1556.14,5.81
long_budget,f11,xoshiro,1649.33,5.76
long_budget,f11,xoshiro,1476.88,5.80
long_budget,f11,xoshiro,1693.59,6.02
long_budget,f11,xoshiro,2012.55,5.72
long_budget,f11,xoshiro,2022.32,5.58
long_budget,f11,xoshiro,1690.76,5.64
long_budget,f11,xoshiro,1503.50,5.56
long_budget,f11,xoshiro,1565.98,5.56
long_budget,f11,xoshiro,1614.27,5.65
long_budget,f11,xoshiro,1396.36,5.66
long_budget,f11,xoshiro,1508.37,5.99
long_budget,f11,xoshiro,1417.79,6.07
long_budget,f11,xoshiro,1541.24,5.79
long_budget,f11,xoshiro,1592.42,5.71
long_budget,f11,xoshiro,1357.72,5.57
long_budget,f11,xoshiro,2085.14,5.54
long_budget,f11,xoshiro,1322.62,5.99
long_budget,f11,sobol,1449.53,7.57
long_budget,f11,sobol,2465.32,7.69
long_budget,f11,sobol,1756.74,7.53
long_budget,f11,sobol,1345.18,7.24
long_budget,f11,sobol,1491.79,7.56
long_budget,f11,sobol,1611.61,8.14
long_budget,f11,sobol,1554.96,8.46
long_budget,f11,sobol,1747.78,7.67
long_budget,f11,sobol,1589.47,7.87
long_budget,f11,sobol,1530.80,8.42
long_budget,f11,sobol,1343.46,7.73
long_budget,f11,sobol,1691.63,8.60
long_budget,f11,sobol,1480.94,8.11
long_budget,f11,sobol,1509.43,8.42
long_budget,f11,sobol,1443.83,8.26
long_budget,f11,sobol,1363.02,8.90
long_budget,f11,sobol,1391.18,9.30
long_budget,f11,sobol,1580.47,8.23
long_budget,f11,sobol,1690.80,7.57
long_budget,f11,sobol,1429.38,7.42
long_budget,f11,sobol,2173.95,7.57
long_budget,f11,sobol,1668.70,7.46
long_budget,f11,sobol,1399.68,7.51
long_budget,f11,sobol,1532.25,7.61
long_budget,f11,sobol,1798.68,7.47
long_budget,f11,sobol,1587.64,7.41
long_budget,f11,sobol,1566.78,7.25
long_budget,f11,sobol,1477.85,7.32
long_budget,f11,sobol,1394.50,7.30
long_budget,f11,sobol,1617.27,7.70
long_budget,f11,halton,1365.39,12.46
long_budget,f11,halton,1511.31,12.44
long_budget,f11,halton,1891.52,12.50
long_budget,f11,halton,2054.29,12.10
long_budget,f11,halton,1534.53,12.28
long_budget,f11,halton,1633.42,12.17
long_budget,f11,halton,1790.62,12.13
long_budget,f11,halton,1773.54,12.70
long_budget,f11,halton,1687.12,13.34
long_budget,f11,halton,1900.05,12.81
long_budget,f11,halton,1466.30,12.58
long_budget,f11,halton,1481.43,12.20
long_budget,f11,halton,1802.27,12.41
long_budget,f11,halton,1983.85,12.84
long_budget,f11,halton,1313.20,12.80
long_budget,f11,halton,1629.46,12.79
long_budget,f11,halton,1585.31,12.81
long_budget,f11,halton,1659.39,12.72
long_budget,f11,halton,1826.70,12.61
long_budget,f11,halton,1830.88,12.63
long_budget,f11,halton,1439.89,13.78
long_budget,f11,halton,1457.05,12.13
long_budget,f11,halton,1377.09,12.41
long_budget,f11,halton,1677.33,12.46
long_budget,f11,halton,1488.06,12.17
long_budget,f11,halton,1764.25,12.01
long_budget,f11,halton,1899.60,11.76
long_budget,f11,halton,1677.33,11.97
long_budget,f11,halton,2071.21,11.95
long_budget,f11,halton,1587.54,12.03
long_budget,f14,random,23613.16,6.02
long_budget,f14,random,1139215.41,5.99
long_budget,f14,random,903083.11,5.97
long_budget,f14,random,2649933.00,6.00
long_budget,f14,random,745618.05,5.97
long_budget,f14,random,25392.85,5.96
long_budget,f14,random,625960.20,5.94
long_budget,f14,random,1720787.75,5.95
long_budget,f14,random,3119656.20,5.93
long_budget,f14,random,2307795.24,5.89
long_budget,f14,random,255793.61,5.91
long_budget,f14,random,2230791.92,6.14
long_budget,f14,random,24711.83,6.07
long_budget,f14,random,1370810.96,5.99
long_budget,f14,random,253651.81,6.41
long_budget,f14,random,203993.77,6.63
long_budget,f14,random,138577.74,6.29
long_budget,f14,random,156415.94,6.24
long_budget,f14,random,1370880.82,6.01
long_budget,f14,random,39789.63,5.93
long_budget,f14,random,2620721.88,5.96
long_budget,f14,random,2040516.12,5.88
long_budget,f14,random,235569.76,5.93
long_budget,f14,random,349717.19,5.91
long_budget,f14,random,36651.39,5.94
long_budget,f14,random,164920.19,5.95
long_budget,f14,random,523184.81,6.04
long_budget,f14,random,4993.74,5.99
long_budget,f14,random,2272724.66,6.02
long_budget,f14,random,12314.79,7.05
long_budget,f14,numpy,88094.60,6.87
long_budget,f14,numpy,293739.95,6.45
long_budget,f14,numpy,178687.35,6.50
long_budget,f14,numpy,43253.02,6.53
long_budget,f14,numpy,485869.14,6.24
long_budget,f14,numpy,520044.19,6.24
long_budget,f14,numpy,16048.19,6.02
long_budget,f14,numpy,80453.86,6.18
long_budget,f14,numpy,2311562.89,6.32
long_budget,f14,numpy,2806870.45,6.13
long_budget,f14,numpy,2533206.50,6.03
long_budget,f14,numpy,9878.07,6.13
long_budget,f14,numpy,162332.72,6.42
long_budget,f14,numpy,20296.26,6.30
long_budget,f14,numpy,2335901.63,6.17
long_budget,f14,numpy,2720108.57,6.23
long_budget,f14,numpy,274971.09,6.21
long_budget,f14,numpy,2382038.95,6.08
long_budget,f14,numpy,213714.87,6.10
long_budget,f14,numpy,74366.15,6.14
long_budget,f14,numpy,5719909.50,6.05
long_budget,f14,numpy,1742231.90,6.04
long_budget,f14,numpy,3063975.84,6.05
long_budget,f14,numpy,32360.60,6.09
long_budget,f14,numpy,1597122.36,6.13
long_budget,f14,numpy,3425408.63,6.19
long_budget,f14,numpy,581956.89,6.38
long_budget,f14,numpy,2722756.32,6.25
long_budget,f14,numpy,424479.40,6.12
long_budget,f14,numpy,371409.08,6.07
long_budget,f14,xoshiro,55790.90,6.55
long_budget,f14,xoshiro,73885.27,6.75
long_budget,f14,xoshiro,522905.51,6.43
long_budget,f14,xoshiro,2447627.68,6.55
long_budget,f14,xoshiro,1940739.64,6.88
long_budget,f14,xoshiro,1399494.85,6.89
long_budget,f14,xoshiro,352078.12,6.52
long_budget,f14,xoshiro,65636.39,6.45
long_budget,f14,xoshiro,343133.11,6.45
long_budget,f14,xoshiro,231088.28,6.54
long_budget,f14,xoshiro,32791.84,6.39
long_budget,f14,xoshiro,214310.97,6.21
long_budget,f14,xoshiro,46579.76,6.09
long_budget,f14,xoshiro,2959784.90,6.03
long_budget,f14,xoshiro,8571.11,6.01
long_budget,f14,xoshiro,122554.73,6.03
long_budget,f14,xoshiro,34153.75,6.05
long_budget,f14,xoshiro,23334.00,6.10
long_budget,f14,xoshiro,80463.22,6.01
long_budget,f14,xoshiro,123369.70,6.08
long_budget,f14,xoshiro,617333.97,6.15
long_budget,f14,xoshiro,2089079.26,6.14
long_budget,f14,xoshiro,40002.39,6.16
long_budget,f14,xoshiro,1656676.35,6.06
long_budget,f14,xoshiro,944585.74,6.18
long_budget,f14,xoshiro,130170.71,6.05
long_budget,f14,xoshiro,113616.55,6.13
long_budget,f14,xoshiro,112330.54,6.14
long_budget,f14,xoshiro,1104189.98,6.14
long_budget,f14,xoshiro,1635906.95,6.28
long_budget,f14,sobol,375702.95,8.55
long_budget,f14,sobol,532576.39,9.37
long_budget,f14,sobol,1537783.40,8.87
long_budget,f14,sobol,5783.06,8.69
long_budget,f14,sobol,94911.78,8.62
long_budget,f14,sobol,615398.88,8.07
long_budget,f14,sobol,968490.94,7.78
long_budget,f14,sobol,1330676.73,7.85
long_budget,f14,sobol,1321947.52,7.78
long_budget,f14,sobol,1446152.40,7.82
long_budget,f14,sobol,463507.23,7.77
long_budget,f14,sobol,42725.66,7.79
long_budget,f14,sobol,26175.61,7.71
long_budget,f14,sobol,157784.34,7.81
long_budget,f14,sobol,212648.37,7.76
long_budget,f14,sobol,740992.72,7.85
long_budget,f14,sobol,1002456.53,7.87
long_budget,f14,sobol,1928559.45,7.96
long_budget,f14,sobol,238404.43,7.92
long_budget,f14,sobol,637725.16,7.87
long_budget,f14,sobol,39741.71,7.96
long_budget,f14,sobol,528980.85,7.89
long_budget,f14,sobol,64934.64,8.55
long_budget,f14,sobol,1861790.51,8.20
long_budget,f14,sobol,140166.47,8.13
long_budget,f14,sobol,157682.47,8.21
long_budget,f14,sobol,1311510.44,7.91
long_budget,f14,sobol,1276794.46,7.93
long_budget,f14,sobol,532142.94,7.87
long_budget,f14,sobol,107434.13,8.05
long_budget,f14,halton,138921.46,13.21
long_budget,f14,halton,246077.23,13.06
long_budget,f14,halton,1942059.37,13.18
long_budget,f14,halton,1036436.26,12.68
long_budget,f14,halton,2031145.96,12.40
long_budget,f14,halton,26614.20,12.38
long_budget,f14,halton,4669555.88,12.23
long_budget,f14,halton,28450.73,12.27
long_budget,f14,halton,1674704.89,12.25
long_budget,f14,halton,2056184.56,12.32
long_budget,f14,halton,995229.30,12.25
long_budget,f14,halton,1943653.62,12.35
long_budget,f14,halton,1139864.75,12.25
long_budget,f14,halton,1055646.11,12.56
long_budget,f14,halton,2487178.33,12.31
long_budget,f14,halton,480773.53,12.43
long_budget,f14,halton,57804.61,12.26
long_budget,f14,halton,1845697.29,12.38
long_budget,f14,halton,108143.15,12.26
long_budget,f14,halton,1014500.35,12.37
long_budget,f14,halton,147735.76,12.28
long_budget,f14,halton,193489.83,12.32
long_budget,f14,halton,794639.19,12.27
long_budget,f14,halton,95612.72,12.36
long_budget,f14,halton,180427.36,12.32
long_budget,f14,halton,1112695.21,12.57
long_budget,f14,halton,3382343.92,12.37
long_budget,f14,halton,390507.05,12.39
long_budget,f14,halton,1557087.04,12.29
long_budget,f14,halton,320738.90,12.46
long_budget,f17,random,2765.35,9.35
long_budget,f17,random,2367.76,9.26
long_budget,f17,random,2549.76,9.18
long_budget,f17,random,2772.83,9.23
long_budget,f17,random,2176.45,9.22
long_budget,f17,random,2330.28,9.12
long_budget,f17,random,2548.53,9.17
long_budget,f17,random,2951.17,9.20
long_budget,f17,random,2441.77,9.12
long_budget,f17,random,3138.14,9.13
long_budget,f17,random,2537.89,9.30
long_budget,f17,random,2584.01,9.25
long_budget,f17,random,2751.69,9.12
long_budget,f17,random,2374.02,9.21
long_budget,f17,random,2575.70,9.30
long_budget,f17,random,2369.21,9.28
long_budget,f17,random,2822.71,9.25
long_budget,f17,random,3079.09,9.42
long_budget,f17,random,2508.46,9.28
long_budget,f17,random,2607.20,9.16
long_budget,f17,random,2569.86,9.33
long_budget,f17,random,1927.69,9.49
long_budget,f17,random,2860.16,9.15
long_budget,f17,random,2722.05,9.13
long_budget,f17,random,2710.08,9.22
long_budget,f17,random,2792.92,9.25
long_budget,f17,random,2939.15,9.26
long_budget,f17,random,3059.18,9.12
long_budget,f17,random,2154.49,9.20
long_budget,f17,random,2346.45,9.20
long_budget,f17,numpy,2641.52,9.50
long_budget,f17,numpy,2039.58,9.37
long_budget,f17,numpy,2706.51,9.31
long_budget,f17,numpy,2643.21,9.27
long_budget,f17,numpy,2724.80,9.31
long_budget,f17,numpy,2416.91,9.37
long_budget,f17,numpy,2515.75,9.25
long_budget,f17,numpy,2266.05,9.35
long_budget,f17,numpy,2578.17,9.27
long_budget,f17,numpy,1955.76,9.27
long_budget,f17,numpy,2820.76,9.34
long_budget,f17,numpy,2430.24,9.20
long_budget,f17,numpy,2802.62,9.36
long_budget,f17,numpy,2771.20,9.27
long_budget,f17,numpy,2800.86,9.26
long_budget,f17,numpy,2951.59,9.23
long_budget,f17,numpy,2415.85,9.56
long_budget,f17,numpy,2555.60,9.86
long_budget,f17,numpy,2446.68,9.66
long_budget,f17,numpy,2676.69,9.82
long_budget,f17,numpy,1830.93,9.99
long_budget,f17,numpy,2340.92,9.87
long_budget,f17,numpy,2411.22,10.07
long_budget,f17,numpy,2021.54,9.76
long_budget,f17,numpy,2412.35,9.82
long_budget,f17,numpy,2498.44,9.74
long_budget,f17,numpy,2270.86,9.74
long_budget,f17,numpy,2488.55,9.94
long_budget,f17,numpy,2420.40,9.82
long_budget,f17,numpy,2499.39,9.72
long_budget,f17,xoshiro,2776.28,9.86
long_budget,f17,xoshiro,2558.16,9.87
long_budget,f17,xoshiro,2988.58,9.62
long_budget,f17,xoshiro,2327.96,9.34
long_budget,f17,xoshiro,2136.36,9.77
long_budget,f17,xoshiro,2563.75,10.29
long_budget,f17,xoshiro,2196.92,10.33
long_budget,f17,xoshiro,3057.81,10.13
long_budget,f17,xoshiro,2535.78,10.41
long_budget,f17,xoshiro,2500.61,10.41
long_budget,f17,xoshiro,2952.18,9.48
long_budget,f17,xoshiro,2628.61,9.74
long_budget,f17,xoshiro,2446.54,9.95
long_budget,f17,xoshiro,2558.93,9.96
long_budget,f17,xoshiro,2860.51,10.33
long_budget,f17,xoshiro,2794.85,10.10
long_budget,f17,xoshiro,2640.42,10.48
long_budget,f17,xoshiro,2870.31,10.30
long_budget,f17,xoshiro,2643.66,9.49
long_budget,f17,xoshiro,1941.00,9.40
long_budget,f17,xoshiro,2685.73,10.28
long_budget,f17,xoshiro,1931.18,9.59
long_budget,f17,xoshiro,2821.75,9.54
long_budget,f17,xoshiro,2593.27,9.41
long_budget,f17,xoshiro,2643.73,9.32
long_budget,f17,xoshiro,2453.45,9.34
long_budget,f17,xoshiro,2731.33,9.23
long_budget,f17,xoshiro,2429.71,9.41
long_budget,f17,xoshiro,2791.46,9.50
long_budget,f17,xoshiro,2663.39,9.42
long_budget,f17,sobol,2617.72,11.24
long_budget,f17,sobol,2709.14,11.14
long_budget,f17,sobol,2875.83,11.58
long_budget,f17,sobol,2702.59,12.11
long_budget,f17,sobol,2575.86,12.09
long_budget,f17,sobol,2998.45,12.59
long_budget,f17,sobol,3283.15,11.78
long_budget,f17,sobol,2396.96,11.65
long_budget,f17,sobol,2555.12,11.56
long_budget,f17,sobol,2866.55,11.48
long_budget,f17,sobol,2371.48,11.82
long_budget,f17,sobol,2434.36,11.42
long_budget,f17,sobol,3087.92,11.44
long_budget,f17,sobol,2736.61,11.86
long_budget,f17,sobol,2655.86,11.41
long_budget,f17,sobol,2831.24,11.97
long_budget,f17,sobol,2811.96,11.62
long_budget,f17,sobol,3022.40,11.61
long_budget,f17,sobol,2511.10,11.69
long_budget,f17,sobol,2495.65,11.33
long_budget,f17,sobol,2784.90,11.98
long_budget,f17,sobol,2763.53,11.85
long_budget,f17,sobol,2708.04,11.68
long_budget,f17,sobol,2684.41,11.58
long_budget,f17,sobol,2461.55,11.76
long_budget,f17,sobol,2604.41,11.62
long_budget,f17,sobol,2615.84,11.78
long_budget,f17,sobol,2425.29,11.63
long_budget,f17,sobol,2584.79,11.76
long_budget,f17,sobol,2287.80,11.76
long_budget,f17,halton,2843.21,16.30
long_budget,f17,halton,2487.78,16.29
long_budget,f17,halton,2976.89,16.42
long_budget,f17,halton,2165.24,17.39
long_budget,f17,halton,2916.21,16.61
long_budget,f17,halton,3074.96,16.02
long_budget,f17,halton,2944.63,16.11
long_budget,f17,halton,2670.52,16.38
long_budget,f17,halton,2528.80,16.38
long_budget,f17,halton,2854.43,16.38
long_budget,f17,halton,2054.69,16.44
long_budget,f17,halton,2750.16,16.04
long_budget,f17,halton,2778.37,16.05
long_budget,f17,halton,2794.23,15.74
long_budget,f17,halton,2397.55,15.68
long_budget,f17,halton,2603.03,15.57
long_budget,f17,halton,3034.99,15.78
long_budget,f17,halton,2703.94,15.57
long_budget,f17,halton,2558.77,15.40
long_budget,f17,halton,3142.88,16.46
long_budget,f17,halton,2912.91,16.52
long_budget,f17,halton,2764.54,15.63
long_budget,f17,halton,3019.40,15.58
long_budget,f17,halton,2809.88,15.83
long_budget,f17,halton,2266.70,16.60
long_budget,f17,halton,2603.72,16.54
long_budget,f17,halton,2198.74,16.11
long_budget,f17,halton,2487.84,15.92
long_budget,f17,halton,2854.37,15.75
long_budget,f17,halton,2675.85,15.59
long_budget,f20,random,2472.72,8.92
long_budget,f20,random,2513.78,8.83
long_budget,f20,random,3218.12,8.79
long_budget,f20,random,2965.52,8.90
long_budget,f20,random,2848.63,8.90
long_budget,f20,random,2524.40,8.91
long_budget,f20,random,2389.61,8.75
long_budget,f20,random,3099.07,8.83
long_budget,f20,random,3216.62,8.99
long_budget,f20,random,2705.05,8.97
long_budget,f20,random,2552.04,8.92
long_budget,f20,random,2664.02,8.79
long_budget,f20,random,3171.99,8.81
long_budget,f20,random,2660.73,8.88
long_budget,f20,random,3036.42,8.95
long_budget,f20,random,2698.12,8.91
long_budget,f20,random,2983.81,8.88
long_budget,f20,random,2771.50,8.93
long_budget,f20,random,2644.72,8.89
long_budget,f20,random,2734.90,8.73
long_budget,f20,random,2733.50,8.63
long_budget,f20,random,2869.97,8.85
long_budget,f20,random,2339.31,8.74
long_budget,f20,random,3049.72,8.78
long_budget,f20,random,2754.15,8.88
long_budget,f20,random,2610.23,8.87
long_budget,f20,random,2704.29,8.88
long_budget,f20,random,2803.80,8.82
long_budget,f20,random,2547.50,8.84
long_budget,f20,random,2753.92,9.01
long_budget,f20,numpy,3031.51,9.09
long_budget,f20,numpy,2462.15,9.04
long_budget,f20,numpy,3246.72,8.95
long_budget,f20,numpy,2824.81,8.96
long_budget,f20,numpy,2298.10,8.89
long_budget,f20,numpy,2734.78,8.90
long_budget,f20,numpy,2301.29,9.01
long_budget,f20,numpy,3122.23,8.97
long_budget,f20,numpy,2593.78,8.91
long_budget,f20,numpy,3132.76,9.03
long_budget,f20,numpy,3327.99,8.90
long_budget,f20,numpy,2437.14,9.09
long_budget,f20,numpy,2693.78,9.09
long_budget,f20,numpy,3289.40,9.08
long_budget,f20,numpy,2539.58,9.13
long_budget,f20,numpy,3032.05,9.00
long_budget,f20,numpy,2682.18,9.03
long_budget,f20,numpy,2771.09,9.02
long_budget,f20,numpy,2899.25,9.06
long_budget,f20,numpy,2283.01,8.92
long_budget,f20,numpy,2825.03,8.88
long_budget,f20,numpy,3257.28,8.99
long_budget,f20,numpy,2754.24,8.96
long_budget,f20,numpy,2962.04,9.00
long_budget,f20,numpy,2872.42,9.09
long_budget,f20,numpy,2508.05,9.03
long_budget,f20,numpy,2997.69,8.98
long_budget,f20,numpy,3115.14,9.02
long_budget,f20,numpy,2462.57,8.94
long_budget,f20,numpy,2692.71,9.03
long_budget,f20,xoshiro,2930.13,9.65
long_budget,f20,xoshiro,2948.31,9.60
long_budget,f20,xoshiro,2669.61,9.62
long_budget,f20,xoshiro,2763.32,9.40
long_budget,f20,xoshiro,2492.73,8.98
long_budget,f20,xoshiro,2500.80,9.00
long_budget,f20,xoshiro,2882.19,8.99
long_budget,f20,xoshiro,2550.81,8.97
long_budget,f20,xoshiro,2831.92,8.97
long_budget,f20,xoshiro,2897.33,9.06
long_budget,f20,xoshiro,2742.33,9.06
long_budget,f20,xoshiro,2419.81,8.96
long_budget,f20,xoshiro,3217.59,9.09
long_budget,f20,xoshiro,2681.06,9.10
long_budget,f20,xoshiro,2767.00,9.13
long_budget,f20,xoshiro,2603.08,9.05
long_budget,f20,xoshiro,2939.31,9.12
long_budget,f20,xoshiro,3066.11,9.12
long_budget,f20,xoshiro,3181.93,8.96
long_budget,f20,xoshiro,2359.24,8.97
long_budget,f20,xoshiro,3216.36,9.04
long_budget,f20,xoshiro,2889.87,8.95
long_budget,f20,xoshiro,2536.43,8.99
long_budget,f20,xoshiro,2771.55,9.10
long_budget,f20,xoshiro,2741.90,9.00
long_budget,f20,xoshiro,3366.01,9.00
long_budget,f20,xoshiro,2739.70,9.02
long_budget,f20,xoshiro,3018.71,9.06
long_budget,f20,xoshiro,2614.48,9.01
long_budget,f20,xoshiro,2356.49,9.00
long_budget,f20,sobol,3073.00,10.72
long_budget,f20,sobol,2788.23,10.93
long_budget,f20,sobol,2635.25,10.62
long_budget,f20,sobol,2717.84,10.76
long_budget,f20,sobol,2858.12,10.82
long_budget,f20,sobol,2666.37,11.00
long_budget,f20,sobol,3132.30,10.78
long_budget,f20,sobol,2595.14,10.71
long_budget,f20,sobol,3329.23,10.87
long_budget,f20,sobol,2563.08,10.94
long_budget,f20,sobol,2596.89,10.79
long_budget,f20,sobol,2996.37,10.74
long_budget,f20,sobol,2644.54,10.84
long_budget,f20,sobol,2558.88,10.77
long_budget,f20,sobol,3339.87,11.29
long_budget,f20,sobol,2750.71,11.16
long_budget,f20,sobol,3108.44,11.12
long_budget,f20,sobol,2982.56,11.52
long_budget,f20,sobol,2780.09,11.48
long_budget,f20,sobol,2802.82,11.43
long_budget,f20,sobol,2969.40,11.44
long_budget,f20,sobol,2438.91,11.36
long_budget,f20,sobol,2709.68,11.26
long_budget,f20,sobol,2414.72,11.42
long_budget,f20,sobol,2718.02,11.44
long_budget,f20,sobol,2828.68,11.49
long_budget,f20,sobol,3306.03,11.33
long_budget,f20,sobol,2169.12,11.56
long_budget,f20,sobol,2685.56,11.30
long_budget,f20,sobol,2720.45,11.38
long_budget,f20,halton,3218.77,16.17
long_budget,f20,halton,2678.57,16.31
long_budget,f20,halton,2997.72,16.20
long_budget,f20,halton,2445.21,16.07
long_budget,f20,halton,2950.69,18.10
long_budget,f20,halton,2399.92,17.21
long_budget,f20,halton,2633.36,16.32
long_budget,f20,halton,2755.62,16.56
long_budget,f20,halton,2498.35,16.28
long_budget,f20,halton,3059.49,17.00
long_budget,f20,halton,2848.18,16.41
long_budget,f20,halton,3146.74,16.33
long_budget,f20,halton,2673.30,16.18
long_budget,f20,halton,2567.41,16.46
long_budget,f20,halton,2765.33,16.36
long_budget,f20,halton,2576.21,16.39
long_budget,f20,halton,3072.08,16.47
long_budget,f20,halton,2470.81,15.48
long_budget,f20,halton,2748.34,15.51
long_budget,f20,halton,2482.86,15.36
long_budget,f20,halton,2550.84,15.20
long_budget,f20,halton,2886.19,15.40
long_budget,f20,halton,3025.84,15.21
long_budget,f20,halton,2620.76,15.36
long_budget,f20,halton,2902.44,15.44
long_budget,f20,halton,2594.42,15.50
long_budget,f20,halton,2688.98,15.34
long_budget,f20,halton,2764.37,15.45
long_budget,f20,halton,2960.98,15.26
long_budget,f20,halton,2662.29,15.28
long_budget,f23,random,3048.49,12.52
long_budget,f23,random,3098.09,12.68
long_budget,f23,random,2907.58,12.54
long_budget,f23,random,2885.01,12.40
long_budget,f23,random,2924.02,12.45
long_budget,f23,random,2935.68,12.56
long_budget,f23,random,3160.98,12.61
long_budget,f23,random,2834.26,12.73
long_budget,f23,random,2934.22,12.60
long_budget,f23,random,3030.52,12.61
long_budget,f23,random,2852.41,12.60
long_budget,f23,random,2923.20,12.45
long_budget,f23,random,3010.47,12.55
long_budget,f23,random,2986.87,12.77
long_budget,f23,random,2970.91,12.79
long_budget,f23,random,2925.87,12.58
long_budget,f23,random,2955.32,12.65
long_budget,f23,random,2897.52,12.65
long_budget,f23,random,3012.53,12.68
long_budget,f23,random,2992.14,12.51
long_budget,f23,random,3047.58,13.26
long_budget,f23,random,3150.51,13.43
long_budget,f23,random,2963.63,13.42
long_budget,f23,random,3053.92,12.85
long_budget,f23,random,2982.85,12.93
long_budget,f23,random,2984.67,12.91
long_budget,f23,random,3060.12,12.89
long_budget,f23,random,3278.69,12.90
long_budget,f23,random,3090.07,13.09
long_budget,f23,random,3014.62,12.91
long_budget,f23,numpy,2838.85,13.28
long_budget,f23,numpy,3110.74,13.22
long_budget,f23,numpy,3121.96,13.37
long_budget,f23,numpy,2988.94,13.62
long_budget,f23,numpy,2901.95,13.57
long_budget,f23,numpy,2847.10,13.23
long_budget,f23,numpy,3032.26,13.22
long_budget,f23,numpy,3070.07,12.93
long_budget,f23,numpy,2918.34,12.89
long_budget,f23,numpy,2911.57,13.14
long_budget,f23,numpy,3067.22,13.37
long_budget,f23,numpy,2972.97,13.07
long_budget,f23,numpy,3016.06,13.28
long_budget,f23,numpy,3043.45,13.04
long_budget,f23,numpy,3027.14,13.07
long_budget,f23,numpy,3080.76,13.26
long_budget,f23,numpy,2874.01,13.22
long_budget,f23,numpy,3045.42,12.98
long_budget,f23,numpy,2996.10,13.13
long_budget,f23,numpy,2846.01,13.34
long_budget,f23,numpy,2955.52,13.37
long_budget,f23,numpy,3022.28,13.05
long_budget,f23,numpy,3005.86,13.60
long_budget,f23,numpy,2962.44,13.31
long_budget,f23,numpy,3005.00,13.30
long_budget,f23,numpy,3157.82,13.43
long_budget,f23,numpy,2919.36,13.51
long_budget,f23,numpy,3178.08,13.63
long_budget,f23,numpy,3084.01,12.61
long_budget,f23,numpy,2859.12,12.72
long_budget,f23,xoshiro,2917.06,12.80
long_budget,f23,xoshiro,2941.16,13.15
long_budget,f23,xoshiro,3050.33,12.77
long_budget,f23,xoshiro,2892.54,12.82
long_budget,f23,xoshiro,2874.51,12.80
long_budget,f23,xoshiro,2803.63,13.07
long_budget,f23,xoshiro,3046.85,12.98
long_budget,f23,xoshiro,2951.28,12.98
long_budget,f23,xoshiro,3008.96,15.49
long_budget,f23,xoshiro,2986.45,14.57
long_budget,f23,xoshiro,3041.09,13.08
long_budget,f23,xoshiro,2949.54,13.21
long_budget,f23,xoshiro,3062.61,14.29
long_budget,f23,xoshiro,3053.05,14.31
long_budget,f23,xoshiro,2884.48,13.38
long_budget,f23,xoshiro,3058.51,13.31
long_budget,f23,xoshiro,3023.18,13.29
