fes_type,function,generator,score,run_time
short_budget,f26,halton,10462.32,0.47
short_budget,f26,halton,10462.38,0.47
short_budget,f26,halton,11365.27,0.47
short_budget,f26,halton,10868.57,0.47
short_budget,f26,halton,9979.17,0.47
short_budget,f26,halton,10150.81,0.47
short_budget,f26,halton,10749.58,0.47
short_budget,f26,halton,11090.24,0.48
short_budget,f26,halton,9392.80,0.47
short_budget,f26,halton,9539.73,0.47
short_budget,f26,halton,8359.16,0.47
short_budget,f26,halton,10083.11,0.47
short_budget,f26,halton,8429.80,0.47
short_budget,f26,halton,11002.06,0.47
short_budget,f26,halton,11046.26,0.47
short_budget,f26,halton,9500.92,0.47
short_budget,f26,halton,9383.29,0.47
short_budget,f26,halton,10494.01,0.47
short_budget,f26,halton,9132.54,0.47
short_budget,f26,halton,10393.41,0.47
short_budget,f26,halton,10159.46,0.47
short_budget,f26,halton,9730.01,0.48
short_budget,f26,halton,9052.44,0.47
short_budget,f29,random,7775.32,0.38
short_budget,f29,random,9202.06,0.37
short_budget,f29,random,6367.98,0.37
short_budget,f29,random,5219.60,0.37
short_budget,f29,random,5695.24,0.38
short_budget,f29,random,6516.93,0.38
short_budget,f29,random,10445.76,0.37
short_budget,f29,random,8109.51,0.37
short_budget,f29,random,5649.41,0.37
short_budget,f29,random,5971.87,0.38
short_budget,f29,random,7395.04,0.37
short_budget,f29,random,5574.73,0.37
short_budget,f29,random,8236.13,0.37
short_budget,f29,random,7529.06,0.37
short_budget,f29,random,7050.76,0.37
short_budget,f29,random,9121.24,0.37
short_budget,f29,random,8101.79,0.37
short_budget,f29,random,6522.90,0.37
short_budget,f29,random,6807.12,0.37
short_budget,f29,random,12124.87,0.37
short_budget,f29,random,5755.31,0.37
short_budget,f29,random,7742.64,0.37
short_budget,f29,random,6199.89,0.37
short_budget,f29,random,7229.04,0.37
short_budget,f29,random,8871.36,0.37
short_budget,f29,random,5361.08,0.37
short_budget,f29,random,8385.46,0.37
short_budget,f29,random,6656.66,0.37
short_budget,f29,random,8059.86,0.37
short_budget,f29,random,9519.85,0.37
short_budget,f29,numpy,6321.65,0.38
short_budget,f29,numpy,7620.92,0.38
short_budget,f29,numpy,6611.75,0.38
short_budget,f29,numpy,6858.09,0.38
short_budget,f29,numpy,5145.26,0.38
short_budget,f29,numpy,6494.06,0.38
short_budget,f29,numpy,6233.12,0.38
short_budget,f29,numpy,8224.35,0.38
short_budget,f29,numpy,6224.76,0.38
short_budget,f29,numpy,5427.54,0.38
short_budget,f29,numpy,6273.37,0.37
short_budget,f29,numpy,7115.18,0.38
short_budget,f29,numpy,6729.50,0.38
short_budget,f29,numpy,6727.27,0.38
short_budget,f29,numpy,6506.77,0.38
short_budget,f29,numpy,6149.18,0.38
short_budget,f29,numpy,8715.22,0.39
short_budget,f29,numpy,6486.78,0.38
short_budget,f29,numpy,5484.71,0.38
short_budget,f29,numpy,6054.62,0.37
short_budget,f29,numpy,6635.82,0.37
short_budget,f29,numpy,4964.84,0.37
short_budget,f29,numpy,5462.75,0.37
short_budget,f29,numpy,5959.13,0.37
short_budget,f29,numpy,7708.44,0.37
short_budget,f29,numpy,7357.49,0.37
short_budget,f29,numpy,5839.68,0.37
short_budget,f29,numpy,9239.60,0.37
short_budget,f29,numpy,7996.28,0.37
short_budget,f29,numpy,6730.84,0.37
short_budget,f29,xoshiro,6925.86,0.38
short_budget,f29,xoshiro,6792.57,0.37
short_budget,f29,xoshiro,10396.34,0.38
short_budget,f29,xoshiro,5993.90,0.37
short_budget,f29,xoshiro,8125.65,0.37
short_budget,f29,xoshiro,5684.73,0.37
short_budget,f29,xoshiro,5945.23,0.37
short_budget,f29,xoshiro,6691.15,0.37
short_budget,f29,xoshiro,6291.55,0.38
short_budget,f29,xoshiro,7220.99,0.39
short_budget,f29,xoshiro,6696.31,0.37
short_budget,f29,xoshiro,8857.40,0.38
short_budget,f29,xoshiro,5602.59,0.38
short_budget,f29,xoshiro,8408.08,0.37
short_budget,f29,xoshiro,6594.92,0.38
short_budget,f29,xoshiro,9455.79,0.37
short_budget,f29,xoshiro,7270.63,0.38
short_budget,f29,xoshiro,5670.71,0.38
short_budget,f29,xoshiro,6499.50,0.38
short_budget,f29,xoshiro,6208.93,0.39
short_budget,f29,xoshiro,6112.97,0.38
short_budget,f29,xoshiro,6196.53,0.38
short_budget,f29,xoshiro,6923.09,0.38
short_budget,f29,xoshiro,5619.55,0.38
short_budget,f29,xoshiro,5839.91,0.38
short_budget,f29,xoshiro,12414.79,0.38
short_budget,f29,xoshiro,5367.37,0.38
short_budget,f29,xoshiro,6014.45,0.38
short_budget,f29,xoshiro,11151.23,0.37
short_budget,f29,xoshiro,8118.19,0.37
short_budget,f29,sobol,6494.09,0.41
short_budget,f29,sobol,6140.17,0.41
short_budget,f29,sobol,6338.13,0.42
short_budget,f29,sobol,6289.27,0.41
short_budget,f29,sobol,7092.94,0.41
short_budget,f29,sobol,6432.66,0.41
short_budget,f29,sobol,14302.25,0.41
short_budget,f29,sobol,6965.52,0.40
short_budget,f29,sobol,6242.43,0.41
short_budget,f29,sobol,10828.46,0.41
short_budget,f29,sobol,6814.90,0.41
short_budget,f29,sobol,6922.82,0.41
short_budget,f29,sobol,6464.57,0.40
short_budget,f29,sobol,6082.91,0.41
short_budget,f29,sobol,7071.19,0.41
short_budget,f29,sobol,6041.21,0.41
short_budget,f29,sobol,7390.39,0.41
short_budget,f29,sobol,8077.18,0.41
short_budget,f29,sobol,8851.80,0.41
short_budget,f29,sobol,6388.32,0.41
short_budget,f29,sobol,6325.70,0.41
short_budget,f29,sobol,6866.38,0.41
short_budget,f29,sobol,5905.91,0.41
short_budget,f29,sobol,5671.51,0.41
short_budget,f29,sobol,6654.68,0.41
short_budget,f29,sobol,6392.80,0.41
short_budget,f29,sobol,7008.08,0.41
short_budget,f29,sobol,6442.13,0.41
short_budget,f29,sobol,7630.42,0.41
short_budget,f29,sobol,6017.07,0.42
short_budget,f29,halton,6443.86,0.51
short_budget,f29,halton,5675.40,0.51
short_budget,f29,halton,6237.24,0.50
short_budget,f29,halton,6637.05,0.50
short_budget,f29,halton,5966.13,0.50
short_budget,f29,halton,5908.92,0.51
short_budget,f29,halton,6391.01,0.50
short_budget,f29,halton,5018.59,0.51
short_budget,f29,halton,6538.11,0.50
short_budget,f29,halton,6352.28,0.50
short_budget,f29,halton,8322.03,0.50
short_budget,f29,halton,6201.09,0.52
short_budget,f29,halton,5634.80,0.52
short_budget,f29,halton,6430.24,0.50
short_budget,f29,halton,6388.71,0.49
short_budget,f29,halton,8024.77,0.50
short_budget,f29,halton,5267.87,0.51
short_budget,f29,halton,5509.42,0.50
short_budget,f29,halton,20781.25,0.49
short_budget,f29,halton,6998.06,0.49
short_budget,f29,halton,8738.11,0.50
short_budget,f29,halton,6493.53,0.50
short_budget,f29,halton,5735.80,0.49
short_budget,f29,halton,6358.15,0.49
short_budget,f29,halton,9119.06,0.51
short_budget,f29,halton,5914.44,0.50
short_budget,f29,halton,6410.73,0.50
short_budget,f29,halton,7120.39,0.49
short_budget,f29,halton,9384.48,0.50
short_budget,f29,halton,7569.23,0.50
long_budget,f2,random,213020896871091682672640.00,4.04
long_budget,f2,random,634442850208929315939155968.00,4.05
long_budget,f2,random,144160522877937448386560.00,4.05
long_budget,f2,random,103094117001441132412928.00,4.05
long_budget,f2,random,27942648464816652419072.00,4.03
long_budget,f2,random,10155987836362580651642191872.00,4.07
long_budget,f2,random,271748204180078403927408640.00,4.05
long_budget,f2,random,100883727346080088064.00,4.03
long_budget,f2,random,105009589374145357938688.00,4.05
long_budget,f2,random,127195710574957170786304.00,4.03
long_budget,f2,random,13727409214000955326988288.00,4.02
long_budget,f2,random,912066195496555765697609728.00,4.02
long_budget,f2,random,893298089784498707629080576.00,4.03
long_budget,f2,random,2532902312911380864076611584.00,4.04
long_budget,f2,random,986950770416718155087872.00,4.06
long_budget,f2,random,13982303691646639372500992.00,4.05
long_budget,f2,random,14115156247177762701312.00,4.06
long_budget,f2,random,7686377683257788909748224.00,4.04
long_budget,f2,random,4129737818825231328870400.00,4.05
long_budget,f2,random,33028862362238284988416.00,4.03
long_budget,f2,random,11019544919435925591687168.00,4.04
long_budget,f2,random,366468584857016492621824.00,4.03
long_budget,f2,random,43019281707611064897634304.00,4.04
long_budget,f2,random,886364369310007612544122880.00,4.04
long_budget,f2,random,430186704571764224562391154688.00,4.02
long_budget,f2,random,11670860269533406848614400.00,4.04
long_budget,f2,random,94046318615705616321085440.00,4.05
long_budget,f2,random,35023082659043053618069504.00,4.05
long_budget,f2,random,47335438467352699600896.00,4.04
long_budget,f2,random,13267833448988652521652224.00,4.06
long_budget,f2,numpy,1870684438905131040386318336.00,4.15
long_budget,f2,numpy,2261569510586831115124736.00,4.15
long_budget,f2,numpy,2755196192596266844160.00,4.13
long_budget,f2,numpy,44088675458798651940274176.00,4.12
long_budget,f2,numpy,10350000031961526042624.00,4.13
long_budget,f2,numpy,21829079826800314417152.00,4.25
long_budget,f2,numpy,1809221045659124725972992.00,4.20
long_budget,f2,numpy,93842685917614620672.00,4.15
long_budget,f2,numpy,19122589006564035657728.00,4.16
long_budget,f2,numpy,25456901394554342797737984.00,4.15
long_budget,f2,numpy,2016099376756400817405165568.00,4.14
long_budget,f2,numpy,594659513290327359183912960.00,4.17
long_budget,f2,numpy,2055200207652624327864483840.00,4.16
long_budget,f2,numpy,1215986301005755915926765568.00,4.13
long_budget,f2,numpy,10411985184996758388736.00,4.16
long_budget,f2,numpy,171672486274226400287260672.00,4.15
long_budget,f2,numpy,660915593394115749871616.00,4.18
long_budget,f2,numpy,3318803617676923372568576.00,4.15
long_budget,f2,numpy,39515147042325968524935168.00,4.17
long_budget,f2,numpy,181921263383155042156544.00,4.17
long_budget,f2,numpy,29412038666645936275456.00,4.15
long_budget,f2,numpy,2789974458875583330829467648.00,4.16
long_budget,f2,numpy,1752837100697671858569347072.00,4.18
long_budget,f2,numpy,214662294504796317347217408.00,4.16
long_budget,f2,numpy,3053176745742289352678965248.00,4.15
long_budget,f2,numpy,63595592740156420797759488.00,4.16
long_budget,f2,numpy,127566617488537568321470464.00,4.14
long_budget,f2,numpy,2253883062265304925857644544.00,4.16
long_budget,f2,numpy,85054471441053952344326144.00,4.14
long_budget,f2,numpy,2565366303757886263077634048.00,4.16
long_budget,f2,xoshiro,8961383964255843732758200320.00,4.19
long_budget,f2,xoshiro,2322647139748520780627968.00,4.14
long_budget,f2,xoshiro,248706018731184160768.00,4.18
long_budget,f2,xoshiro,281192579005537797013504.00,4.16
long_budget,f2,xoshiro,6772725665823476389249024.00,4.26
long_budget,f2,xoshiro,30146238758135432827451211776.00,4.17
long_budget,f2,xoshiro,1034873720954222061375455232.00,4.17
long_budget,f2,xoshiro,100031808198502327232004882432.00,4.15
long_budget,f2,xoshiro,223165264786843519418368.00,4.33
long_budget,f2,xoshiro,1085843195436526079915236924588032.00,4.25
long_budget,f2,xoshiro,1179999284074589520471785472.00,4.19
long_budget,f2,xoshiro,90367737074162898524570648576.00,4.16
long_budget,f2,xoshiro,1273639048664378266091520.00,4.17
long_budget,f2,xoshiro,54765856029796885631860736.00,4.19
long_budget,f2,xoshiro,428922320546919562084352.00,4.17
long_budget,f2,xoshiro,15667502328449549738214162432.00,4.19
long_budget,f2,xoshiro,16140707825277593997803520.00,4.20
long_budget,f2,xoshiro,5755403736912054760505344.00,4.23
long_budget,f2,xoshiro,12586498727857708349784064.00,4.20
long_budget,f2,xoshiro,124328573204790187244126208.00,4.15
long_budget,f2,xoshiro,6155135477578214670336.00,4.16
long_budget,f2,xoshiro,68455168653259629180246556672.00,4.17
long_budget,f2,xoshiro,58174836804018932539195392.00,4.17
long_budget,f2,xoshiro,7892965328700164649517056.00,4.16
long_budget,f2,xoshiro,1096509665054644685315768320.00,4.18
long_budget,f2,xoshiro,10312109956319106714923171840.00,4.14
long_budget,f2,xoshiro,166026895775721460858880.00,4.15
long_budget,f2,xoshiro,3160007762313355983453159424.00,4.18
long_budget,f2,xoshiro,422350199390089854844928.00,4.15
long_budget,f2,xoshiro,370676463597516750848.00,4.17
long_budget,f2,sobol,1698648911011576199249920.00,5.96
long_budget,f2,sobol,354307103207820363690934272.00,5.94
long_budget,f2,sobol,10891882565035644337887641600.00,5.92
long_budget,f2,sobol,10808791455391660118114304.00,5.91
long_budget,f2,sobol,258970753014145693138288640.00,5.92
long_budget,f2,sobol,297706033592335129903104.00,5.94
long_budget,f2,sobol,52017877246249480608546816.00,5.87
long_budget,f2,sobol,17703973647485049882170884096.00,5.96
long_budget,f2,sobol,45693926585602064330522624.00,5.94
long_budget,f2,sobol,668272093026165479964672.00,5.92
long_budget,f2,sobol,4073036096492100372135936.00,5.93
long_budget,f2,sobol,57535095064140548911015133184.00,5.96
long_budget,f2,sobol,38441131082479198772658176.00,5.95
long_budget,f2,sobol,70843329295930466762752.00,5.94
long_budget,f2,sobol,390453973489241299091456.00,5.91
long_budget,f2,sobol,417772919237140902051840.00,5.95
long_budget,f2,sobol,47681722844808695571288162304.00,5.98
long_budget,f2,sobol,639423923588537769787392.00,5.97
long_budget,f2,sobol,481011066830249831985840128.00,5.92
long_budget,f2,sobol,1415006963514999260070281216.00,5.90
long_budget,f2,sobol,1468581273342348435128320.00,5.88
long_budget,f2,sobol,1326217933408273051213103104.00,5.91
long_budget,f2,sobol,5223527275436519852022431744.00,5.97
long_budget,f2,sobol,4638515626303000412160.00,6.03
long_budget,f2,sobol,67736170160721791811584.00,5.99
long_budget,f2,sobol,914841165907721715712.00,5.91
long_budget,f2,sobol,240115822887645566992384.00,5.90
long_budget,f2,sobol,232980589593670772064256.00,5.88
long_budget,f2,sobol,1180003641646420148092928.00,5.91
long_budget,f2,sobol,14012828879667193207576330240.00,5.91
long_budget,f2,halton,143565781028930560634912768.00,10.33
long_budget,f2,halton,8464627658460452536451072.00,10.30
long_budget,f2,halton,13127059829857194082304.00,10.34
long_budget,f2,halton,2747880148728367240183808.00,10.29
long_budget,f2,halton,219040839931381139031405363200.00,10.32
long_budget,f2,halton,79301366600093497355665408.00,10.29
long_budget,f2,halton,50028559238564979671040.00,10.28
long_budget,f2,halton,2438475600341452323815424.00,10.27
long_budget,f2,halton,90683343286857023619072.00,10.27
long_budget,f2,halton,15066655297958865534976.00,10.31
long_budget,f2,halton,151946696221304946688.00,10.34
long_budget,f2,halton,1248946647421584372924416.00,10.32
long_budget,f2,halton,262985993743795784918237184.00,10.29
long_budget,f2,halton,197862126311836913500160.00,10.30
long_budget,f2,halton,2367988730840233086550016.00,10.32
long_budget,f2,halton,2882382936020394614718464.00,10.36
long_budget,f2,halton,212683111041810460311552.00,10.36
long_budget,f2,halton,11525804522501949943185408.00,10.34
long_budget,f2,halton,8654993172377612366905344.00,10.36
long_budget,f2,halton,24286551317600521880395055104.00,10.32
long_budget,f2,halton,127142923160957749297152.00,10.32
long_budget,f2,halton,46523613821308974451799359488.00,10.32
long_budget,f2,halton,108511681294737219017244672.00,10.30
long_budget,f2,halton,11782263067049689351553286144.00,10.56
long_budget,f2,halton,120803885218248160968704.00,10.35
long_budget,f2,halton,1634677045108812533465088.00,10.35
long_budget,f2,halton,158666913221025136640.00,10.41
long_budget,f2,halton,972836415141075451117568.00,10.42
long_budget,f2,halton,8085586983434375472873472.00,10.34
long_budget,f2,halton,913599200329871495528448.00,10.31
long_budget,f5,random,723.14,4.37
long_budget,f5,random,836.49,4.41
long_budget,f5,random,689.28,4.36
long_budget,f5,random,836.59,4.40
long_budget,f5,random,712.20,4.36
long_budget,f5,random,742.98,4.34
long_budget,f5,random,701.23,4.37
long_budget,f5,random,827.62,4.39
long_budget,f5,random,713.18,4.38
long_budget,f5,random,764.97,4.35
long_budget,f5,random,748.94,4.35
long_budget,f5,random,718.14,4.36
long_budget,f5,random,724.14,4.37
long_budget,f5,random,733.05,4.35
long_budget,f5,random,690.31,4.37
long_budget,f5,random,743.99,4.38
long_budget,f5,random,720.14,4.38
long_budget,f5,random,736.09,4.36
long_budget,f5,random,752.99,4.36
long_budget,f5,random,673.41,4.36
long_budget,f5,random,723.11,4.36
long_budget,f5,random,715.14,4.35
long_budget,f5,random,768.83,4.38
long_budget,f5,random,714.18,4.47
long_budget,f5,random,681.33,5.32
long_budget,f5,random,790.79,5.11
long_budget,f5,random,739.08,4.54
long_budget,f5,random,745.99,4.74
long_budget,f5,random,676.34,4.39
long_budget,f5,random,769.88,4.98
long_budget,f5,numpy,751.98,4.82
long_budget,f5,numpy,793.80,4.82
long_budget,f5,numpy,763.94,4.86
long_budget,f5,numpy,889.28,4.75
long_budget,f5,numpy,674.34,4.85
long_budget,f5,numpy,771.96,4.60
long_budget,f5,numpy,752.98,4.52
long_budget,f5,numpy,694.32,4.51
long_budget,f5,numpy,805.68,4.50
long_budget,f5,numpy,723.46,4.50
long_budget,f5,numpy,694.28,4.49
long_budget,f5,numpy,769.88,4.47
long_budget,f5,numpy,739.08,4.50
long_budget,f5,numpy,673.38,4.47
long_budget,f5,numpy,699.24,4.47
long_budget,f5,numpy,680.36,4.48
long_budget,f5,numpy,680.23,4.48
long_budget,f5,numpy,655.64,4.52
long_budget,f5,numpy,774.87,4.49
long_budget,f5,numpy,812.68,4.46
long_budget,f5,numpy,706.21,4.52
long_budget,f5,numpy,731.03,4.49
long_budget,f5,numpy,752.97,4.48
long_budget,f5,numpy,687.31,4.47
long_budget,f5,numpy,721.08,4.80
long_budget,f5,numpy,688.33,4.59
long_budget,f5,numpy,712.31,4.98
long_budget,f5,numpy,669.37,4.50
long_budget,f5,numpy,760.95,4.54
long_budget,f5,numpy,658.49,4.47
long_budget,f5,xoshiro,812.70,4.97
long_budget,f5,xoshiro,701.17,5.12
long_budget,f5,xoshiro,696.25,4.84
long_budget,f5,xoshiro,732.07,4.90
long_budget,f5,xoshiro,674.37,5.00
long_budget,f5,xoshiro,704.29,4.94
long_budget,f5,xoshiro,737.29,4.53
long_budget,f5,xoshiro,737.51,4.49
long_budget,f5,xoshiro,664.49,4.50
long_budget,f5,xoshiro,695.27,4.54
long_budget,f5,xoshiro,683.31,4.55
long_budget,f5,xoshiro,649.51,4.63
long_budget,f5,xoshiro,682.36,4.64
long_budget,f5,xoshiro,701.16,5.19
long_budget,f5,xoshiro,739.00,4.70
long_budget,f5,xoshiro,817.65,4.79
long_budget,f5,xoshiro,750.99,5.14
long_budget,f5,xoshiro,743.04,4.65
long_budget,f5,xoshiro,865.49,4.59
long_budget,f5,xoshiro,736.03,4.60
long_budget,f5,xoshiro,620.65,4.54
long_budget,f5,xoshiro,669.39,4.51
long_budget,f5,xoshiro,776.89,4.52
long_budget,f5,xoshiro,852.50,4.61
long_budget,f5,xoshiro,639.53,4.74
long_budget,f5,xoshiro,698.28,4.81
long_budget,f5,xoshiro,808.71,5.03
long_budget,f5,xoshiro,700.49,4.80
long_budget,f5,xoshiro,718.22,4.86
long_budget,f5,xoshiro,698.23,4.73
long_budget,f5,sobol,748.02,6.50
long_budget,f5,sobol,709.24,6.71
long_budget,f5,sobol,769.88,6.33
long_budget,f5,sobol,762.93,6.26
long_budget,f5,sobol,754.96,6.26
long_budget,f5,sobol,746.05,6.37
long_budget,f5,sobol,711.19,6.86
long_budget,f5,sobol,698.28,6.68
long_budget,f5,sobol,679.35,6.44
long_budget,f5,sobol,758.88,6.42
long_budget,f5,sobol,703.26,6.46
long_budget,f5,sobol,778.85,6.46
long_budget,f5,sobol,725.09,6.57
long_budget,f5,sobol,799.68,6.51
long_budget,f5,sobol,775.85,6.39
long_budget,f5,sobol,626.66,6.50
long_budget,f5,sobol,790.75,6.69
long_budget,f5,sobol,682.36,6.62
long_budget,f5,sobol,713.19,6.59
long_budget,f5,sobol,730.08,6.83
long_budget,f5,sobol,753.97,6.89
long_budget,f5,sobol,754.94,6.65
long_budget,f5,sobol,797.76,6.53
long_budget,f5,sobol,708.19,6.55
long_budget,f5,sobol,784.80,6.51
long_budget,f5,sobol,685.32,6.76
long_budget,f5,sobol,731.03,7.06
long_budget,f5,sobol,820.65,7.00
long_budget,f5,sobol,771.91,6.56
long_budget,f5,sobol,632.59,6.41
long_budget,f5,halton,597.83,11.13
long_budget,f5,halton,664.42,10.92
long_budget,f5,halton,770.89,10.89
long_budget,f5,halton,615.72,11.21
long_budget,f5,halton,712.48,10.86
long_budget,f5,halton,722.14,10.74
long_budget,f5,halton,746.98,10.72
long_budget,f5,halton,720.09,10.68
long_budget,f5,halton,679.39,10.71
long_budget,f5,halton,784.57,10.91
long_budget,f5,halton,761.96,10.70
long_budget,f5,halton,705.22,10.72
long_budget,f5,halton,735.13,10.69
long_budget,f5,halton,699.26,10.69
long_budget,f5,halton,629.63,10.75
long_budget,f5,halton,750.00,10.73
long_budget,f5,halton,686.31,10.74
long_budget,f5,halton,735.11,10.71
long_budget,f5,halton,739.14,10.74
long_budget,f5,halton,820.68,10.68
long_budget,f5,halton,684.29,10.74
long_budget,f5,halton,726.30,10.66
long_budget,f5,halton,702.13,10.70
long_budget,f5,halton,660.45,10.70
long_budget,f5,halton,702.24,10.63
long_budget,f5,halton,821.76,10.71
long_budget,f5,halton,748.04,10.75
long_budget,f5,halton,670.64,10.75
long_budget,f5,halton,707.23,10.73
long_budget,f5,halton,691.32,10.73
long_budget,f8,random,1124.95,7.88
long_budget,f8,random,1127.12,8.07
long_budget,f8,random,1130.33,7.89
long_budget,f8,random,1197.95,7.81
long_budget,f8,random,1086.36,7.87
long_budget,f8,random,1056.73,7.83
long_budget,f8,random,1197.10,7.92
long_budget,f8,random,1114.37,7.85
long_budget,f8,random,1214.34,7.87
long_budget,f8,random,1101.24,7.90
long_budget,f8,random,1168.53,7.93
long_budget,f8,random,1168.32,7.92
long_budget,f8,random,1104.05,7.98
long_budget,f8,random,1073.32,7.95
long_budget,f8,random,1060.88,7.82
long_budget,f8,random,1045.79,7.88
long_budget,f8,random,1130.59,7.81
long_budget,f8,random,1130.82,7.92
long_budget,f8,random,1132.39,7.83
long_budget,f8,random,1149.42,7.84
long_budget,f8,random,1037.58,7.87
long_budget,f8,random,1122.95,7.78
long_budget,f8,random,1108.82,7.84
long_budget,f8,random,1087.28,7.86
long_budget,f8,random,1207.98,7.83
long_budget,f8,random,1158.11,7.81
long_budget,f8,random,1007.83,7.84
long_budget,f8,random,1043.53,7.85
long_budget,f8,random,1097.24,7.78
long_budget,f8,random,1058.76,7.86
long_budget,f8,numpy,1063.37,7.99
long_budget,f8,numpy,1077.23,7.93
long_budget,f8,numpy,1190.95,7.93
long_budget,f8,numpy,1090.67,7.93
long_budget,f8,numpy,1116.72,7.92
long_budget,f8,numpy,1115.56,7.92
long_budget,f8,numpy,1097.64,7.92
long_budget,f8,numpy,1168.30,7.95
long_budget,f8,numpy,1131.39,7.90
long_budget,f8,numpy,1129.68,7.91
long_budget,f8,numpy,1074.38,7.96
long_budget,f8,numpy,1096.19,7.93
long_budget,f8,numpy,1100.36,7.87
long_budget,f8,numpy,1137.34,7.96
long_budget,f8,numpy,1169.08,7.96
long_budget,f8,numpy,1130.39,7.95
long_budget,f8,numpy,1220.94,7.86
long_budget,f8,numpy,1109.78,7.92
long_budget,f8,numpy,1090.05,7.96
long_budget,f8,numpy,1174.36,7.88
long_budget,f8,numpy,1084.51,7.93
long_budget,f8,numpy,1147.46,7.91
long_budget,f8,numpy,1179.25,7.94
long_budget,f8,numpy,1211.09,7.89
long_budget,f8,numpy,1125.83,7.93
long_budget,f8,numpy,1147.97,7.90
long_budget,f8,numpy,1127.65,7.92
long_budget,f8,numpy,1220.58,7.98
long_budget,f8,numpy,1094.15,8.04
long_budget,f8,numpy,1057.43,8.09
long_budget,f8,xoshiro,1016.50,8.03
long_budget,f8,xoshiro,1131.55,8.03
long_budget,f8,xoshiro,1134.45,8.11
long_budget,f8,xoshiro,1164.27,8.37
long_budget,f8,xoshiro,1167.45,8.34
long_budget,f8,xoshiro,1097.45,8.46
long_budget,f8,xoshiro,1090.02,8.25
long_budget,f8,xoshiro,1137.12,8.13
long_budget,f8,xoshiro,1150.56,8.02
long_budget,f8,xoshiro,1155.33,8.26
long_budget,f8,xoshiro,1206.41,7.99
long_budget,f8,xoshiro,1121.68,8.02
long_budget,f8,xoshiro,1132.81,8.01
long_budget,f8,xoshiro,1159.95,8.15
long_budget,f8,xoshiro,1161.01,8.21
long_budget,f8,xoshiro,1113.18,8.26
long_budget,f8,xoshiro,1127.83,8.23
long_budget,f8,xoshiro,1110.54,8.29
long_budget,f8,xoshiro,1052.13,8.35
long_budget,f8,xoshiro,1145.99,8.19
long_budget,f8,xoshiro,981.48,8.16
long_budget,f8,xoshiro,1180.84,8.14
long_budget,f8,xoshiro,1184.64,8.11
long_budget,f8,xoshiro,1071.35,8.18
long_budget,f8,xoshiro,1199.98,8.18
long_budget,f8,xoshiro,1179.66,8.19
long_budget,f8,xoshiro,1096.61,8.34
long_budget,f8,xoshiro,1079.52,8.43
long_budget,f8,xoshiro,1186.79,8.19
long_budget,f8,xoshiro,1159.31,8.28
long_budget,f8,sobol,1218.36,10.12
long_budget,f8,sobol,1079.96,10.11
long_budget,f8,sobol,1091.05,10.03
long_budget,f8,sobol,1129.60,10.01
long_budget,f8,sobol,1081.16,9.98
long_budget,f8,sobol,1120.59,9.93
long_budget,f8,sobol,1120.75,10.03
long_budget,f8,sobol,1111.90,9.99
long_budget,f8,sobol,1172.84,10.17
long_budget,f8,sobol,1090.09,10.19
long_budget,f8,sobol,1045.38,10.03
long_budget,f8,sobol,1150.68,10.21
long_budget,f8,sobol,1066.76,11.09
long_budget,f8,sobol,1125.35,10.81
long_budget,f8,sobol,1050.98,9.91
long_budget,f8,sobol,1136.16,9.75
long_budget,f8,sobol,1056.92,9.78
long_budget,f8,sobol,1116.51,9.82
long_budget,f8,sobol,1086.90,9.71
long_budget,f8,sobol,1245.11,9.72
long_budget,f8,sobol,1165.44,10.22
long_budget,f8,sobol,1123.46,10.14
long_budget,f8,sobol,1183.59,9.82
long_budget,f8,sobol,1052.34,9.65
long_budget,f8,sobol,1078.55,9.69
long_budget,f8,sobol,1110.48,9.67
long_budget,f8,sobol,1091.62,10.62
long_budget,f8,sobol,1140.84,11.90
long_budget,f8,sobol,1110.55,10.94
long_budget,f8,sobol,1187.44,10.43
long_budget,f8,halton,1150.34,14.40
long_budget,f8,halton,1128.86,14.16
long_budget,f8,halton,1128.96,14.30
long_budget,f8,halton,1061.31,14.26
long_budget,f8,halton,1029.12,14.12
long_budget,f8,halton,1109.08,14.23
long_budget,f8,halton,1130.24,14.25
long_budget,f8,halton,1086.25,14.28
long_budget,f8,halton,1082.42,14.27
long_budget,f8,halton,1079.08,14.18
long_budget,f8,halton,1072.69,14.23
long_budget,f8,halton,1125.33,14.64
long_budget,f8,halton,1128.15,15.15
long_budget,f8,halton,1116.64,15.40
long_budget,f8,halton,1123.31,14.57
long_budget,f8,halton,1100.26,14.26
long_budget,f8,halton,1098.43,14.18
long_budget,f8,halton,1134.58,14.17
long_budget,f8,halton,1061.19,14.16
long_budget,f8,halton,1215.52,14.30
long_budget,f8,halton,1136.49,14.69
long_budget,f8,halton,1142.37,14.26
long_budget,f8,halton,1113.99,14.12
long_budget,f8,halton,1047.22,14.19
long_budget,f8,halton,1155.43,14.21
long_budget,f8,halton,1129.12,14.63
long_budget,f8,halton,1136.33,14.84
long_budget,f8,halton,1042.72,14.33
long_budget,f8,halton,1094.40,14.53
long_budget,f8,halton,1198.36,14.48
long_budget,f11,random,1826.19,5.37
long_budget,f11,random,1475.00,5.38
long_budget,f11,random,2322.15,5.36
long_budget,f11,random,1388.59,5.31
long_budget,f11,random,1419.01,5.31
long_budget,f11,random,1650.12,5.31
long_budget,f11,random,1575.35,5.35
long_budget,f11,random,1450.18,5.40
